source,alias_id,canonical_id,verdict,events,shard,programme_1,programme_2
openepg-saudi6,Ginx.sa,GINXTV.uk@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,History HD.sa,HistoryMiddleEast.us@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,KSA Sports 1 HD.sa,KSASports1.sa@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,MBC 1.sa,MBC1.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,MBC 3.sa,MBC3.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,MBC Drama.sa,MBCDrama.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,MCM TOP.sa,MCMTop.fr@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,Moonbug Kids.sa,MoonbugKids.uk@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,MOTORVISION.sa,MotorvisionPlus.de@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,Nick Jr HD.sa,NickJrArabia.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,Nickelodeon HD.sa,NickelodeonArabia.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,NickToons HD.sa,NicktoonsArabia.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,Oman TV Sport.sa,Oman.TV.Sport.HD.ae,NOT_PUBLISHED,0,,,
openepg-saudi6,Oman TV.sa,OmanTV.om@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,OSNtv Comedy.sa,OSNComedy.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,OSNtv Kids.sa,OSNKids.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,OSNtv Mezze.sa,OSNMezze.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,OSNtv Movies Action.sa,OSNMoviesAction.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,OSNtv Movies Hollywood.sa,OSNMoviesHollywood.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,OSNtv Movies Premiere.sa,OSNMoviesPremiere.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,OSNtv Showcase.sa,OSNShowcase.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,OSNtv Yahala Aflam.sa,OSNYahalaAflam.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,OSNtv Yahala Bil Arabi.sa,OSNYahalaBilArabi.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,OSNtv Yahala.sa,OSNYahala.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,RFM TV.sa,RFMTV.fr@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,Roya TV HD.sa,RoyaTV.jo@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,RT Arabic.sa,RTArabic.ru@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,RT English.sa,RT.ru@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,Sky News Arabia HD.sa,SkyNewsArabia.ae@SD,NOT_PUBLISHED,0,,,
openepg-saudi6,TLC HD.sa,TLCArabia.us@SD,NOT_PUBLISHED,0,,,
openepg-uae6,MBC Action.ae,MBCAction.ae@SD,NOT_PUBLISHED,0,,,
openepg-uae6,MBC MAX.ae,MBCMax.ae@SD,NOT_PUBLISHED,0,,,
openepg-uae6,MBC Persia.ae,MBCPersia.ae@SD,NOT_PUBLISHED,0,,,
openepg-uae6,MBC2.ae,MBC2.ae@SD,NOT_PUBLISHED,0,,,
openepg-uae6,MBC3.ae,MBC3.ae@SD,NOT_PUBLISHED,0,,,
openepg-uae6,MBC4.ae,MBC4.ae@SD,NOT_PUBLISHED,0,,,
openepg-uae6,MBC5.ae,MBC5.ae@SD,NOT_PUBLISHED,0,,,
openepg-uae6,Movies Action.ae,MoviesAction.sa@SD,NOT_PUBLISHED,0,,,
openepg-uae6,أفلام.ae,Aflam.sa@SD,NOT_PUBLISHED,0,,,
openepg-uae6,الشرق.ae,AsharqNews.sa@SD,NOT_PUBLISHED,0,,,
openepg-uae6,العربية Business.ae,AlArabiyaBusiness.ae@SD,NOT_PUBLISHED,0,,,
openepg-uae6,العربية.ae,Alarabiya.ae@SD,NOT_PUBLISHED,0,,,
openepg-uae6,رابح صقر.ae,RabehSaqer.sa@HD,NOT_PUBLISHED,0,,,
openepg-uae6,فيروز.ae,Fairuz.sa@HD,NOT_PUBLISHED,0,,,
openepg-uae6,قناة باب الحارة.ae,BabAlHara.sa@SD,NOT_PUBLISHED,0,,,
openepg-uae6,قناة مرايا.ae,Maraya.sa@HD,NOT_PUBLISHED,0,,,
primary,AbuDhabiSports1.ae@SD,AbuDhabiSports1.ae,NOT_PUBLISHED,0,,,
primary,AbuDhabiTV.ae@SD,AbuDhabiTV.ae,NOT_PUBLISHED,0,,,
primary,MBC1Egypt.eg@HD,MBC1USA.us@SD,NOT_PUBLISHED,0,,,
primary,MBCDramaUSA.us@SD,MBCDrama.ae@SD,NOT_PUBLISHED,0,,,
primary,MBCMasrUSA.us@SD,MBCMasr.eg@SD,NOT_PUBLISHED,0,,,
