GLOBAL RECEIVER ID NORMALIZATION
renamed=497 dropped_proven_duplicates=0 collisions_repaired=53
policy=one real service -> one stable canonical receiver ID

NEWS DIGITAL.qa -> NEWS.qa.mena | NEWS DIGITAL.qa
NHK.World.Japan.ae -> NHK.World.Japan.mena | NHK World Japan
Nat. Geo. AD.sa -> Nat.Geo.AD.sa.mena | Nat. Geo. AD.sa
Nat. Geo. Wild HD.sa -> Nat.Geo.Wild.sa.mena | Nat. Geo. Wild HD.sa
Nat. Geographic.sa -> Nat.Geographic.sa.mena | Nat. Geographic.sa
Network Arabic.eg -> Network.Arabic.eg.mena | Network Arabic.eg
One Drama.eg -> One.Drama.eg.mena | One Drama.eg
One TV.sa -> One.TV.sa.mena | One TV.sa
Padel TV.sa -> Padel.TV.sa.mena | Padel TV.sa
Panorama.Food.ae -> Panorama.Food.mena | Panorama Food
Press.TV.HD.ae -> Press.TV.mena | Press TV HD
RFMTV.fr@SD -> RFM.TV.mena | RFM TV
RT Documentary.sa -> RT.Documentary.sa.mena | RT Documentary.sa
RT News.sa -> RT.News.sa.mena | RT News.sa
RT.ru@SD -> RT.English.mena | RT English
RTArabic.ru@SD -> RT.Arabic.mena | RT Arabic
Riyadh Season.sa -> Riyadh.Season.sa.mena | Riyadh Season.sa
Roya.sa -> Roya.sa.mena | Roya.sa
SERIES1 DIGITAL.qa -> SERIES1.qa.mena | SERIES1 DIGITAL.qa
SERIES2 DIGITAL.qa -> SERIES2.qa.mena | SERIES2 DIGITAL.qa
STV1 HD.sa -> STV1.sa.mena | STV1 HD.sa
Samira.HD.ae -> Samira.mena | Samira HD
SmartZone.sa -> SmartZone.sa.mena | SmartZone.sa
Space Toon.sa -> Space.Toon.sa.mena | Space Toon.sa
Sport 24.sa -> Sport.24.sa.mena | Sport 24.sa
Sports.First.ae -> Sports.First.mena | Sports First
Star Action.sa -> Star.Action.sa.mena | Star Action.sa
Star Movies HD.sa -> Star.Movies.sa.mena | Star Movies HD.sa
Star World HD.sa -> Star.World.sa.mena | Star World HD.sa
TCM.sa -> TCM.sa.mena | TCM.sa
TFC HD.sa -> TFC.sa.mena | TFC HD.sa
TLCArabia.us@SD -> TLC.mena | TLC HD
TRT.World.ae -> TRT.World.mena | TRT World
TV5.Monde.ae -> TV5.Monde.mena | TV5 Monde
TeN TV.eg -> TeN.TV.eg.mena | TeN TV.eg
Thikrayat Tv.eg -> Thikrayat.Tv.eg.mena | Thikrayat Tv.eg
Travel.sa -> Travel.sa.mena | Travel.sa
Utv.eg -> Utv.eg.mena | Utv.eg
WTV.eg -> WTV.eg.mena | WTV.eg
World.Fishing.Network.ae -> World.Fishing.Network.mena | World Fishing Network
Wousta from Al Dhaid.sa -> Wousta.from.Al.Dhaid.sa.mena | Wousta from Al Dhaid.sa
Zee Aflam.sa -> Zee.Aflam.sa.mena | Zee Aflam.sa
Zee Alwan.sa -> Zee.Alwan.sa.mena | Zee Alwan.sa
Zekrayat.sa -> Zekrayat.sa.mena | Zekrayat.sa
ar:.آسيا.نت.ae -> Channelf512f3f0.mena | ar: آسيا نت
ar:.آسيا.نت.بلس.ae -> Channele0e91f1b.mena | ar: آسيا نت بلس
ar:.آسيا.نت.موفيز.ae -> Channel69c28ae9.mena | ar: آسيا نت موفيز
ar:.العربية.بيزنس.-.مباشر.ae -> Channeld4040993.mena | ar: العربية بيزنس - مباشر
ar:.بلوم.ae -> Channela4867439.mena | ar: بلوم
ar:.زي.تي.في.ae -> Channel0934af23.mena | ar: زي تي في
ar:.ست.ماكس.ae -> Channel45cfb016.mena | ar: ست ماكس
ar:.ستار.بلس.ae -> Channel162112a0.mena | ar: ستار بلس
ar:.ستارز.بلاي.سبورتس.1.ae -> 1.mena | ar: ستارز بلاي سبورتس 1
ar:.ستارزبلاي.رغبي.ae -> Channele3522405.mena | ar: ستارزبلاي رغبي
ar:.ستارزبلاي.كريكيت.1.ae -> 1.2.mena | ar: ستارزبلاي كريكيت 1
ar:.سوني.تي.في.ae -> Channel94dd3547.mena | ar: سوني تي في
ar:.قناة.الحدث.-.مباشر.ae -> Channel67f3ff43.mena | ar: قناة الحدث - مباشر
ar:.كلرز.إتش.دي.ae -> Channel4f814635.mena | ar: كلرز إتش دي
eClutch Access.sa -> eClutch.Access.sa.mena | eClutch Access.sa
eClutch Arabic.sa -> eClutch.Arabic.sa.mena | eClutch Arabic.sa
eClutch LIVE 2.sa -> eClutch.LIVE.2.sa.mena | eClutch LIVE 2.sa
eClutch LIVE.sa -> eClutch.LIVE.sa.mena | eClutch LIVE.sa
en:.Al.Arabiya.Business.-.Live.ae -> Al.Arabiya.Business.Live.mena | en: Al Arabiya Business - Live
en:.Al.Hadath.Live.ae -> Al.Hadath.Live.mena | en: Al Hadath Live
en:.Asianet.ME.ae -> Asianet.ME.mena | en: Asianet ME
en:.Asianet.Movies.HD.ae -> Asianet.Movies.mena | en: Asianet Movies HD
en:.Asianet.Plus.HD.ae -> Asianet.Plus.mena | en: Asianet Plus HD
en:.Bloom.ae -> Bloom.mena | en: Bloom
en:.Colors.HD.ae -> Colors.mena | en: Colors HD
en:.SET.Max.ae -> SET.Max.mena | en: SET Max
en:.Sony.TV.ae -> Sony.TV.mena | en: Sony TV
en:.Star.Plus.HD.ae -> Star.Plus.mena | en: Star Plus HD
en:.Zee.TV.HD.ae -> Zee.TV.mena | en: Zee TV HD
i24NEWSArabic.il@SD -> I24NEWS.mena | I24NEWS عربى
iFILM TV.eg -> iFILM.TV.eg.mena | iFILM TV.eg
iFilmArabic.ir@SD -> iFilmArabic.mena | آي فيلم
stc tv cinema.sa -> stc.tv.cinema.sa.mena | stc tv cinema.sa
stc tv drama.sa -> stc.tv.drama.sa.mena | stc tv drama.sa
stc tv family.sa -> stc.tv.family.sa.mena | stc tv family.sa
stc tv sports 1 HD.sa -> stc.tv.sports.1.sa.mena | stc tv sports 1 HD.sa
stc tv sports HD.sa -> stc.tv.sports.sa.mena | stc tv sports HD.sa
أبو ظبي.eg -> eg.mena | أبو ظبي.eg
أو إس إن شو كايس.eg -> eg.2.mena | أو إس إن شو كايس.eg
أو إس إن فاميلي موفيز.eg -> eg.3.mena | أو إس إن فاميلي موفيز.eg
أو إس إن كرايم.eg -> eg.4.mena | أو إس إن كرايم.eg
أو إس إن كيدز.eg -> eg.5.mena | أو إس إن كيدز.eg
أو إس إن موفيز أكشن.eg -> eg.6.mena | أو إس إن موفيز أكشن.eg
أو إس إن موفيز بريميير.eg -> eg.7.mena | أو إس إن موفيز بريميير.eg
أو إس إن موفيز كوميدي.eg -> eg.8.mena | أو إس إن موفيز كوميدي.eg
أو إس إن موفيز هوليوود.eg -> eg.9.mena | أو إس إن موفيز هوليوود.eg
أو إس إن ياهلا أفلام.eg -> eg.10.mena | أو إس إن ياهلا أفلام.eg
أو إس إن ياهلا بالعربي.eg -> eg.11.mena | أو إس إن ياهلا بالعربي.eg
أو إس إن ياهلا.eg -> eg.12.mena | أو إس إن ياهلا.eg
إس بي سي.eg -> eg.13.mena | إس بي سي.eg
إم بي سي 2.eg -> 2.eg.mena | إم بي سي 2.eg
إم بي سي 3.eg -> 3.eg.mena | إم بي سي 3.eg
إم بي سي 4.eg -> 4.eg.mena | إم بي سي 4.eg
إم بي سي 5.eg -> 5.eg.mena | إم بي سي 5.eg
إم بي سي أكشن.eg -> eg.14.mena | إم بي سي أكشن.eg
إم بي سي العراق.eg -> eg.15.mena | إم بي سي العراق.eg
إم بي سي بوليوود.eg -> eg.16.mena | إم بي سي بوليوود.eg
إم بي سي دراما.eg -> eg.17.mena | إم بي سي دراما.eg
إم بي سي ماكس.eg -> eg.18.mena | إم بي سي ماكس.eg
إم بي سي مصر 2.eg -> 2.eg.2.mena | إم بي سي مصر 2.eg
إم بي سي مصر.eg -> eg.19.mena | إم بي سي مصر.eg
إم بي سي.eg -> eg.20.mena | إم بي سي.eg
إم تي في.eg -> eg.21.mena | إم تي في.eg
ال تي في.eg -> eg.22.mena | ال تي في.eg
الأولى المغربية.eg -> eg.23.mena | الأولى المغربية.eg
التلفزيون العربي 2.eg -> 2.eg.3.mena | التلفزيون العربي 2.eg
الحدث.ae -> ae.mena | الحدث.ae
الرشيد.eg -> eg.24.mena | الرشيد.eg
الشارقة.eg -> eg.25.mena | الشارقة.eg
المحور.eg -> eg.26.mena | المحور.eg
الوسط.eg -> eg.27.mena | الوسط.eg
ان ايتش كي الدولي.ps -> ps.mena | ان ايتش كي الدولي.ps
اﻹمارات.eg -> eg.28.mena | اﻹمارات.eg
بي بي سي وورلد نيوز.ps -> ps.2.mena | بي بي سي وورلد نيوز.ps
تن.eg -> eg.29.mena | تن.eg
دي إم سي دراما.eg -> eg.30.mena | دي إم سي دراما.eg
دي إم سي.eg -> eg.31.mena | دي إم سي.eg
رؤيا.eg -> eg.32.mena | رؤيا.eg
روتانا سينما.eg -> eg.33.mena | روتانا سينما.eg
زي ألوان.eg -> eg.34.mena | زي ألوان.eg
سيما.eg -> eg.35.mena | سيما.eg
صدى البلد دراما.eg -> eg.36.mena | صدى البلد دراما.eg
عمان.eg -> eg.37.mena | عمان.eg
قناة العاصوف.ae -> ae.2.mena | قناة العاصوف.ae
قناة الكبير أوي.ae -> ae.3.mena | قناة الكبير أوي.ae
قناة اللعبة.ae -> ae.4.mena | قناة اللعبة.ae
قناة طاش.ae -> ae.5.mena | قناة طاش.ae
قناة مسرح مصر.ae -> ae.6.mena | قناة مسرح مصر.ae
مصر دراما.ae -> ae.7.mena | مصر دراما.ae
ميكس وان.eg -> eg.38.mena | ميكس وان.eg
ناصر القصبي.ae -> ae.8.mena | ناصر القصبي.ae
نايل دراما.eg -> eg.39.mena | نايل دراما.eg
نتورك بالعربية.eg -> eg.40.mena | نتورك بالعربية.eg
وان دراما.eg -> eg.41.mena | وان دراما.eg
يو تي في.eg -> eg.42.mena | يو تي في.eg

