xmltv_id,channel_name,source,candidate_count,winner_source,receiver_canonical_id,now_status,now_title,now_desc,epg_snapshot_utc
RoyaKids.jo@SD,Roya Kids,roya-tv.com,2,roya-tv.com,Roya.Kids.Originals.jo,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
RoyaKids.jo@SD,Roya Kids Originals,roya-tv.com,2,roya-tv.com,Roya.Kids.Originals.jo,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
RoyaKidsSongs.jo@SD,Roya Kids Songs,roya-tv.com,1,roya-tv.com,Roya.Kids.Songs.jo,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
RoyaKitchen.jo@SD,Roya Kitchen,roya-tv.com,1,roya-tv.com,Roya.Kitchen.jo,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RoyaNews.jo@SD,Roya News,roya-tv.com,1,roya-tv.com,Roya.News.jo,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RoyaTV.jo@SD,رؤيا,elcinema.com,3,roya-tv.com,Roya.TV.jo,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RoyaTV.jo@SD,Roya TV HD,osn.com,3,roya-tv.com,Roya.TV.jo,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RoyaTV.jo@SD,Roya TV,roya-tv.com,3,roya-tv.com,Roya.TV.jo,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RT.ru@SD,RT English,osn.com,1,osn.com,RT.English.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
RTArabic.ru@SD,RT Arabic,osn.com,1,osn.com,RT.Arabic.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
SadaElbalad.eg@SD,صدى البلد,elcinema.com,1,elcinema.com,Sada.Elbalad.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
SadaElbalad2.eg@SD,صدى البلد 2,elcinema.com,1,elcinema.com,Sada.Elbalad2.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
SadaElbaladDrama.eg@SD,صدى البلد دراما,elcinema.com,1,elcinema.com,Sada.Elbalad.Drama.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
SalamTV.ly@SD,سلام,elcinema.com,1,elcinema.com,Salam.TV.ly,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
SamaDubai.ae@SD,سما دبي,elcinema.com,1,elcinema.com,Sama.Dubai.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
SaudiThaqafiyaTV.sa@SD,Al Thaqafeya,osn.com,2,shahid.mbc.net,MBC.Saudi.Thaqafiya.TV.mena,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
SaudiThaqafiyaTV.sa@SD,الثقافية,shahid.mbc.net,2,shahid.mbc.net,MBC.Saudi.Thaqafiya.TV.mena,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
SBC.sa@SD,إس بي سي,elcinema.com,2,shahid.mbc.net,SBC.sa,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
SBC.sa@SD,SBC,shahid.mbc.net,2,shahid.mbc.net,SBC.sa,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
SharjahTV.ae@SD,الشارقة,elcinema.com,1,elcinema.com,Sharjah.TV.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
SkyNewsArabia.ae@SD,Sky News Arabia HD,osn.com,1,osn.com,Sky.News.Arabia.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
SpacetoonArabic.ae@SD,Spacetoon,shahid.mbc.net,1,shahid.mbc.net,MBC.Spacetoon.mena,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
StarMoviesMiddleEast.ae@SD,7,bein.com,2,bein.com,StarMoviesMiddleEast.ae@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
StarMoviesMiddleEast.ae@SD,ستار موفيز,elcinema.com,2,bein.com,StarMoviesMiddleEast.ae@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
StarWorldMiddleEast.ae@SD,16,bein.com,2,bein.com,StarWorldMiddleEast.ae@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
StarWorldMiddleEast.ae@SD,ستار ورلد,elcinema.com,2,bein.com,StarWorldMiddleEast.ae@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
Tarab.sa@SD,طرب,shahid.mbc.net,1,shahid.mbc.net,MBC.Tarab.mena,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
TeN.eg@SD,تن,elcinema.com,1,elcinema.com,TeN.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
ThikrayatTV.sa@SD,ذكريات,elcinema.com,2,shahid.mbc.net,Thikrayat.TV.sa,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
ThikrayatTV.sa@SD,ذكريات,shahid.mbc.net,2,shahid.mbc.net,Thikrayat.TV.sa,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
TLCArabia.us@SD,TLC HD,osn.com,1,osn.com,TLC.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
UTV.iq@SD,يو تي في,elcinema.com,1,elcinema.com,Channel2954e263.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
Wanasah.ae@SD,وناسه,shahid.mbc.net,1,shahid.mbc.net,MBC.Wanasah.mena,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
ZeeAlwan.ae@SD,زي ألوان,elcinema.com,1,elcinema.com,Channel6da3a2ca.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
,30,bein.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,8,bein.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,16,bein.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,beIN SPORTS 6 AFC,beinsports.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,beIN SPORTS 4 AFC,beinsports.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,beIN SPORTS 5 AFC,beinsports.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,اﻹمارات,elcinema.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,Blippi and Friends,osn.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,OSNtv Pop Up 2,osn.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,eClutch Access,osn.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,Esport 24,osn.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,eClutch LIVE,osn.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,Padel TV,osn.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,eClutch LIVE 2,osn.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,eClutch Arabic,osn.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,STV1 HD,osn.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,رؤيا فلسطين,roya-tv.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,Roya Sport,roya-tv.com,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,BIG TIME,shahid.mbc.net,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,قناة طاش,shahid.mbc.net,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,ناصر القصبي,shahid.mbc.net,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,قناة الكبير أوي,shahid.mbc.net,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,قناة العاصوف,shahid.mbc.net,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,قناة مسرح مصر,shahid.mbc.net,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,قناة اللعبة,shahid.mbc.net,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,UNBEATEN,shahid.mbc.net,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,القرآن الكريم بصوت السديس,shahid.mbc.net,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,قناة كامل العدد,shahid.mbc.net,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,قناة جاك العلم,shahid.mbc.net,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
,AWSN,shahid.mbc.net,1,,,NO_XMLTV_ID,,,2026-09-19T19:04:23.767797+00:00
