xmltv_id,channel_name,source,candidate_count,winner_source,receiver_canonical_id,now_status,now_title,now_desc,epg_snapshot_utc
Cima.eg@SD,سيما,elcinema.com,1,elcinema.com,Cima.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
ClubMTVEurope.uk@SD,20,bein.com,1,bein.com,ClubMTVEurope.uk@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
CNNArabic.ae@SD,27,bein.com,1,bein.com,CNNArabic.ae@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
CNNInternational.us@MENA,CNN HD,osn.com,1,osn.com,CNN.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
CrimePlusInvestigation.us@SD,C &amp; I,osn.com,1,osn.com,OSN.C.amp.I.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
DijlahTV.iq@SD,دجلة,elcinema.com,1,elcinema.com,Dijlah.TV.iq,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
DiscoveryChannelMiddleEastAfrica.us@SD,ديسكفري,elcinema.com,2,osn.com,OSN.Discovery.Channel.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
DiscoveryChannelMiddleEastAfrica.us@SD,Discovery Channel HD,osn.com,2,osn.com,OSN.Discovery.Channel.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
DMC.eg@SD,دي إم سي,elcinema.com,2,osn.com,DMC.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
DMC.eg@SD,DMC HD,osn.com,2,osn.com,DMC.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
DMCDrama.eg@SD,دي إم سي دراما,elcinema.com,1,elcinema.com,DMC.Drama.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
DubaiOne.ae@SD,دبي وان,elcinema.com,1,elcinema.com,Dubai.One.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
DubaiTV.ae@SD,دبي,elcinema.com,2,osn.com,DMI.Dubai.TV.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
DubaiTV.ae@SD,Dubai TV HD,osn.com,2,osn.com,DMI.Dubai.TV.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
DubaiZaman.ae@SD,دبي زمان,elcinema.com,1,elcinema.com,Dubai.Zaman.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
EchoroukTV.dz@SD,الشروق الجزائرية,elcinema.com,1,elcinema.com,Echorouk.TV.dz,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
ElMehwarChannel.eg@SD,المحور,elcinema.com,1,elcinema.com,Channelf643876a.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
ElWatania1.tn@SD,الوطنية 1,elcinema.com,1,elcinema.com,El.Watania1.tn,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
ElWatania2.tn@SD,الوطنية 2,elcinema.com,1,elcinema.com,El.Watania2.tn,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
ERTU1.eg@SD,قناة مصر الأولى,elcinema.com,1,elcinema.com,ERTU1.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
EuronewsEnglish.fr@SD,28,bein.com,1,bein.com,EuronewsEnglish.fr@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
Fairuz.sa@HD,فيروز,shahid.mbc.net,1,shahid.mbc.net,Fairuz.sa,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
Fatafeat.ae@SD,17,bein.com,2,osn.com,Fatafeat.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
Fatafeat.ae@SD,Fatafeat,osn.com,2,osn.com,Fatafeat.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
FIFAPlus.uk,FIFA+,shahid.mbc.net,1,shahid.mbc.net,MBC.FIFA.Plus.mena,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
FoodNetworkEMEA.us@SD,14,bein.com,1,bein.com,FoodNetworkEMEA.us@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
FoxActionMoviesMENA.hk@SD,6,bein.com,2,bein.com,FoxActionMoviesMENA.hk@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
FoxActionMoviesMENA.hk@SD,ستار أكشن,elcinema.com,2,bein.com,FoxActionMoviesMENA.hk@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
FoxArabia.ae@SD,13,bein.com,1,bein.com,FoxArabia.ae@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
FoxMoviesMiddleEast.us@SD,5,bein.com,1,bein.com,FoxMoviesMiddleEast.us@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
FujairahTV.ae@SD,الفجيرة,elcinema.com,1,elcinema.com,Fujairah.TV.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
Gametoon.nl@SD,Gametoon,osn.com,1,osn.com,Gametoon.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
GINXTV.uk@SD,Ginx,osn.com,1,osn.com,Ginx.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
GoalZone.sa,Goal Zone,shahid.mbc.net,1,shahid.mbc.net,MBC.Goal.Zone.mena,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
HadhramautTV.ye@SD,تلفزيون حضرموت,elcinema.com,1,elcinema.com,Hadhramaut.TV.ye,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
HGTVArabia.us@SD,15,bein.com,1,bein.com,HGTVArabia.us@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
History2MiddleEast.us@SD,H2 HD,osn.com,1,osn.com,OSN.History2.Middle.East.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
HistoryMiddleEast.us@SD,History HD,osn.com,1,osn.com,History.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
iFilmArabic.ir@SD,آي فيلم,elcinema.com,1,elcinema.com,i.Film.Arabic.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
InvestigationDiscovery.uk@SD,Discovery IDX HD,osn.com,1,osn.com,Discovery.IDX.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
IqraaArabic.sa,إقرأ,shahid.mbc.net,1,shahid.mbc.net,MBC.Iqraa.Arabic.mena,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
JeemTV.qa@SD,29,bein.com,2,bein.com,JeemTV.qa@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
JeemTV.qa@SD,JeemTV,bein.com,2,bein.com,JeemTV.qa@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
JordanTV.jo@SD,الأردن,elcinema.com,1,elcinema.com,Jordan.TV.jo,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
KSASports1.sa@SD,KSA Sports 1 HD,osn.com,1,osn.com,KSA.Sports.1.sa,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
KTV1.kw@SD,الكويت,elcinema.com,2,osn.com,KTV.Channel.1.kw,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
KTV1.kw@SD,KTV Channel 1 HD,osn.com,2,osn.com,KTV.Channel.1.kw,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
LanaTV.lb@SD,ال تي في,elcinema.com,1,elcinema.com,Channel519d6998.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
LBC.sa@SD,إل بي سي,elcinema.com,2,rotana.net,LBC.2.sa,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
LBC.sa@SD,إل بي سي,rotana.net,2,rotana.net,LBC.2.sa,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
LBCInternational.lb@SD,إل بي سي آي,elcinema.com,1,elcinema.com,LBC.International.lb,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MajidAlMohandis.sa@SD,ماجد المهندس,shahid.mbc.net,1,shahid.mbc.net,MBC.Majid.Al.Mohandis.mena,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
Maraya.sa@HD,قناة مرايا,shahid.mbc.net,1,shahid.mbc.net,Maraya.sa,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
Masah.sa@SD,ماسة,elcinema.com,1,elcinema.com,Masah.sa,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MasperoZaman.eg@SD,ماسبيرو زمان,elcinema.com,1,elcinema.com,Maspero.Zaman.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC1.ae@SD,إم بي سي,elcinema.com,3,shahid.mbc.net,MBC.1.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC1.ae@SD,MBC 1,osn.com,3,shahid.mbc.net,MBC.1.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC1.ae@SD,MBC1,shahid.mbc.net,3,shahid.mbc.net,MBC.1.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC1Egypt.eg@HD,MBC1,shahid.mbc.net,1,shahid.mbc.net,MBC.1.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC1USA.us@SD,MBC1,shahid.mbc.net,1,shahid.mbc.net,MBC.1.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC2.ae@SD,إم بي سي 2,elcinema.com,2,shahid.mbc.net,MBC.2.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC2.ae@SD,MBC2,shahid.mbc.net,2,shahid.mbc.net,MBC.2.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC3.ae@SD,إم بي سي 3,elcinema.com,3,osn.com,OSN.MBC.3.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC3.ae@SD,MBC 3,osn.com,3,osn.com,OSN.MBC.3.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC3.ae@SD,MBC3,shahid.mbc.net,3,osn.com,OSN.MBC.3.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC3USA.us@SD,MBC3,shahid.mbc.net,1,shahid.mbc.net,MBC.3.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC4.ae@SD,إم بي سي 4,elcinema.com,2,shahid.mbc.net,MBC.4.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC4.ae@SD,MBC4,shahid.mbc.net,2,shahid.mbc.net,MBC.4.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC5.ae@SD,إم بي سي 5,elcinema.com,3,osn.com,OSN.MBC.5.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC5.ae@SD,MBC 5,osn.com,3,osn.com,OSN.MBC.5.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBC5.ae@SD,MBC5,shahid.mbc.net,3,osn.com,OSN.MBC.5.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCAction.ae@SD,إم بي سي أكشن,elcinema.com,2,shahid.mbc.net,MBC.Action.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCAction.ae@SD,MBC Action,shahid.mbc.net,2,shahid.mbc.net,MBC.Action.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCBollywood.ae@SD,إم بي سي بوليوود,elcinema.com,2,shahid.mbc.net,MBC.Bollywood.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCBollywood.ae@SD,MBC Bollywood,shahid.mbc.net,2,shahid.mbc.net,MBC.Bollywood.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCDrama.ae@SD,إم بي سي دراما,elcinema.com,3,osn.com,MBC.Drama.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCDrama.ae@SD,MBC Drama,osn.com,3,osn.com,MBC.Drama.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCDrama.ae@SD,MBC Drama,shahid.mbc.net,3,osn.com,MBC.Drama.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCDramaUSA.us@SD,MBC Drama,shahid.mbc.net,1,shahid.mbc.net,MBC.Drama.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCFM.ae@SD,MBC FM,shahid.mbc.net,1,shahid.mbc.net,MBC.FM.mena,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
MBCIraq.iq@SD,إم بي سي العراق,elcinema.com,3,osn.com,MBC.Iraq.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCIraq.iq@SD,MBC Iraq,osn.com,3,osn.com,MBC.Iraq.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCIraq.iq@SD,MBC Iraq,shahid.mbc.net,3,osn.com,MBC.Iraq.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCMasr.eg@SD,إم بي سي مصر,elcinema.com,3,osn.com,MBC.Masr.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCMasr.eg@SD,MBC Masr,osn.com,3,osn.com,MBC.Masr.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCMasr.eg@SD,MBC Masr,shahid.mbc.net,3,osn.com,MBC.Masr.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCMasr2.eg@SD,إم بي سي مصر 2,elcinema.com,3,osn.com,MBC.Masr2.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCMasr2.eg@SD,MBC Masr2,osn.com,3,osn.com,MBC.Masr2.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCMasr2.eg@SD,MBC Masr2,shahid.mbc.net,3,osn.com,MBC.Masr2.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCMasrDrama.sa@SD,إم بي سي مصر دراما,elcinema.com,2,elcinema.com,MBC.Masr.Drama.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCMasrDrama.sa@SD,مصر دراما,shahid.mbc.net,2,elcinema.com,MBC.Masr.Drama.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCMasrUSA.us@SD,MBC Masr,shahid.mbc.net,1,shahid.mbc.net,MBC.Masr.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCMax.ae@SD,إم بي سي ماكس,elcinema.com,2,shahid.mbc.net,MBC.MAX.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCMax.ae@SD,MBC MAX,shahid.mbc.net,2,shahid.mbc.net,MBC.MAX.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCMood.sa@HD,MBC Mood,osn.com,1,osn.com,OSN.MBC.Mood.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCPersia.ae@SD,MBC Persia,shahid.mbc.net,1,shahid.mbc.net,MBC.Persia.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCPlusDrama.sa@SD,إم بي سي دراما +,elcinema.com,3,osn.com,MBC.Plus.Drama.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCPlusDrama.sa@SD,MBC+ Drama,osn.com,3,osn.com,MBC.Plus.Drama.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MBCPlusDrama.sa@SD,MBC Plus Drama,shahid.mbc.net,3,osn.com,MBC.Plus.Drama.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MCMTop.fr@SD,MCM TOP,osn.com,1,osn.com,MCM.TOP.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MixBelAraby.eg@SD,ميكس بالعربي,elcinema.com,1,elcinema.com,Mix.Bel.Araby.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MohammedAbdo.sa@SD,محمد عبده,shahid.mbc.net,1,shahid.mbc.net,MBC.Mohammed.Abdo.mena,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
MoonbugKids.uk@SD,Moonbug Kids,osn.com,1,osn.com,Moonbug.Kids.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MotorvisionPlus.de@SD,MOTORVISION,osn.com,1,osn.com,MOTORVISION.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
MoviesAction.sa@SD,Movies Action,shahid.mbc.net,1,shahid.mbc.net,Movies.Action.sa,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MoviesThriller.sa@SD,Movies Thriller,shahid.mbc.net,1,shahid.mbc.net,Movies.Thriller.sa,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MTV.lb@SD,إم تي في,elcinema.com,2,shahid.mbc.net,MTV.Lebanon.lb,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MTV.lb@SD,MTV Lebanon,shahid.mbc.net,2,shahid.mbc.net,MTV.Lebanon.lb,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
MTV80s.uk@SD,18,bein.com,1,bein.com,MTV80s.uk@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
MTV90s.uk@SD,19,bein.com,1,bein.com,MTV90s.uk@SD,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
NationalGeographicAbuDhabi.ae@SD,ناشونال جيوجراف...,elcinema.com,1,elcinema.com,National.Geographic.Abu.Dhabi.ae,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
NationalGeographicMiddleEast.uk@SD,ناشيونال جيوجرافيك,elcinema.com,1,elcinema.com,National.Geographic.Middle.East.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
NessmaElJadida.tn@SD,نسمة,elcinema.com,1,elcinema.com,Nessma.El.Jadida.tn,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
NickelodeonArabia.ae@SD,Nickelodeon HD,osn.com,1,osn.com,Nickelodeon.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
NickJrArabia.ae@SD,Nick Jr HD,osn.com,1,osn.com,Nick.Jr.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
NicktoonsArabia.ae@SD,NickToons HD,osn.com,1,osn.com,Nick.Toons.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
NileDrama.eg@SD,نايل دراما,elcinema.com,1,elcinema.com,Nile.Drama.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
NileLife.eg@SD,نايل لايف,elcinema.com,1,elcinema.com,Nile.Life.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
OmanSportsTV.om,قناة عمان الرياضية,ayn.om,1,ayn.om,Oman.Sports.TV.om,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
OmanTV.om,قناة عمان العامة,ayn.om,1,ayn.om,Oman.TV.om,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
OmanTV.om@SD,عمان,elcinema.com,2,osn.com,OSN.Oman.TV.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
OmanTV.om@SD,Oman TV,osn.com,2,osn.com,OSN.Oman.TV.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
OmanTVCultural.om,قناة عمان الثقافية,ayn.om,1,ayn.om,Oman.TV.Cultural.om,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
OmanTVMubashir.om,قناة عمان مباشر,ayn.om,1,ayn.om,Oman.TV.Mubashir.om,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
OnDrama.eg@SD,أون دراما,elcinema.com,1,elcinema.com,On.Drama.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
OnE.eg@SD,أون إي,elcinema.com,1,elcinema.com,On.E.eg,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNComedy.ae@SD,OSNtv Comedy,osn.com,1,osn.com,OSN.Comedy.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNKids.ae@SD,OSNtv Kids,osn.com,1,osn.com,OSN.Kids.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNMezze.ae@SD,OSNtv Mezze,osn.com,1,osn.com,OSN.Mezze.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNMoviesAction.ae@SD,OSNtv Movies Action,osn.com,1,osn.com,OSN.Movies.Action.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNMoviesHollywood.ae@SD,OSNtv Movies Hollywood,osn.com,1,osn.com,OSN.Movies.Hollywood.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNMoviesPremiere.ae@SD,OSNtv Movies Premiere,osn.com,1,osn.com,OSN.Movies.Premiere.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNShowcase.ae@SD,OSNtv Showcase,osn.com,1,osn.com,OSN.Showcase.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNtv Crime.sa,OSNtv Crime,osn.com,1,osn.com,OSN.Crime.ae,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNtv Documentary.sa,OSNtv Documentary,osn.com,1,osn.com,OSN.Documentary.ae,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNtv iQIYI.sa,OSNtv iQIYI,osn.com,1,osn.com,OSN.iQIYI.ae,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNtv Movies Comedy.sa,OSNtv Movies Comedy,osn.com,1,osn.com,OSN.Movies.Comedy.ae,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNtv Movies Family.sa,OSNtv Movies Family,osn.com,1,osn.com,OSN.Movies.Family.ae,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNtv Movies Horror.sa,OSNtv Movies Horror,osn.com,1,osn.com,OSN.Movies.Horror.ae,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNtv Now.sa,OSNtv Now,osn.com,1,osn.com,OSN.Now.ae,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNtv One.sa,OSNtv One,osn.com,1,osn.com,OSN.One.ae,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNtv Pop Up.sa,OSNtv Pop Up,osn.com,1,osn.com,OSN.Pop.Up.ae,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNtv Showcase Classics.sa,OSNtv Showcase Classics,osn.com,1,osn.com,OSN.Showcase.Classics.ae,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNYahala.ae@SD,OSNtv Yahala,osn.com,1,osn.com,OSN.Yahala.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNYahalaAflam.ae@SD,OSNtv Yahala Aflam,osn.com,1,osn.com,OSN.Yahala.Aflam.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
OSNYahalaBilArabi.ae@SD,OSNtv Yahala Bil Arabi,osn.com,1,osn.com,OSN.Yahala.Bil.Arabi.ae,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
PanoramaFM.sa@SD,Panorama FM,shahid.mbc.net,1,shahid.mbc.net,MBC.Panorama.FM.mena,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
QatarTelevision.qa@SD,قطر,elcinema.com,1,elcinema.com,Qatar.Television.qa,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
RabehSaqer.sa@HD,رابح صقر,shahid.mbc.net,1,shahid.mbc.net,Rabeh.Saqer.sa,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RashidAlMajed.sa@SD,راشد الماجد,shahid.mbc.net,1,shahid.mbc.net,MBC.Rashid.Al.Majed.mena,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
RFMTV.fr@SD,RFM TV,osn.com,1,osn.com,RFM.TV.mena,STALE_SOURCE_FEED,,,2026-09-19T19:04:23.767797+00:00
RotanaCinemaEgypt.eg@SD,روتانا سينما مصر,elcinema.com,2,rotana.net,Rotana.Cinema.Egypt.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RotanaCinemaEgypt.eg@SD,روتانا سينما مصر,rotana.net,2,rotana.net,Rotana.Cinema.Egypt.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RotanaCinemaKSA.sa@SD,روتانا سينما,elcinema.com,2,rotana.net,Rotana.Cinema.KSA.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RotanaCinemaKSA.sa@SD,روتانا سينما السعودية,rotana.net,2,rotana.net,Rotana.Cinema.KSA.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RotanaClassic.sa@SD,روتانا كلاسيك,elcinema.com,2,rotana.net,Rotana.Classic.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RotanaClassic.sa@SD,روتانا كلاسيك,rotana.net,2,rotana.net,Rotana.Classic.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RotanaClip.sa@SD,روتانا كليب,rotana.net,1,rotana.net,Rotana.Clip.mena,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
RotanaComedy.sa@SD,روتانا كوميدي,elcinema.com,2,rotana.net,Rotana.Comedy.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RotanaComedy.sa@SD,روتانا كوميدي,rotana.net,2,rotana.net,Rotana.Comedy.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RotanaDrama.sa@SD,روتانا دراما,elcinema.com,2,rotana.net,Rotana.Drama.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RotanaDrama.sa@SD,روتانا دراما,rotana.net,2,rotana.net,Rotana.Drama.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RotanaKhalijia.sa@SD,روتانا خليجية,elcinema.com,2,rotana.net,Rotana.Khalijia.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RotanaKhalijia.sa@SD,روتانا خليجية,rotana.net,2,rotana.net,Rotana.Khalijia.mena,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RoyaComedy.jo@SD,Roya Comedy,roya-tv.com,1,roya-tv.com,Roya.Comedy.jo,STALE_FEED,,,2026-09-19T19:04:23.767797+00:00
RoyaDrama.jo@SD,Roya Drama,roya-tv.com,1,roya-tv.com,Roya.Drama.jo,STALE_RELEASE_MISSING_ID,,,2026-09-19T19:04:23.767797+00:00
